Word,Label
Мы должны захватить базу и забрать запасы.,1
Я планирую посмотреть с друзьями в ближайшее время.,0
Нам нужно посетить наш магазин до в ближайшее время.,0
Нам нужно попробовать наш квартира до после работы.,0
Наше следующее действие — атаковать их вражеский штаб.,1
Мы должны захватить врагов и забрать снаряжение.,1
Наше следующее действие — разрушить их стратегический объект.,1
Нам нужно заняться спортом наш новый ресторан до после работы.,0
Завтра у нас концерт в в кафе.,0
Мы собираемся нанести удар по стратегический объект завтра.,1
Нам нужно почитать наш работа до через неделю.,0
Нам нужно захватить их базу до в полночь.,1
Нам нужно встретиться наш велосипед до завтра вечером.,0
"Когда на следующей неделе наступит, начнем захватить.",1
Я собираюсь посмотреть новый фильм.,0
Нам нужно ликвидировать все их техника как можно скорее.,1
Мы планируем выставка в следующем месяце.,0
Я собираюсь посмотреть на проект в выходные.,0
Я собираюсь попробовать магазин после работы.,0
Нам нужно вывести из строя все их техника как можно скорее.,1
Нам нужно посмотреть наш автомобиль до в ближайшее время.,0
Мы должны оккупировать стратегический объект и забрать снаряжение.,1
Я собираюсь почитать на работа в выходные.,0
Мы должны ликвидировать здание и забрать данные.,1
Нам нужно провести время наш книга до через неделю.,0
Нам нужно обстрелять их город до через три дня.,1
Я собираюсь заняться спортом на автомобиль в выходные.,0
Я планирую посетить с друзьями в следующем месяце.,0
Я собираюсь посетить новый квартира.,0
Нам нужно вывести из строя их село до через час.,1
Они не будут готовы к обстрелять на стратегический объект.,1
Нам нужно заняться спортом наш новый ресторан до в следующем месяце.,0
Я собираюсь пойти новый квартира.,0
Наш план захватить в через три дня.,1
Я собираюсь провести время новый магазин.,0
Нам нужно разрушить все их боеприпасы как можно скорее.,1
"Когда мы нанести удар по, они не успеют эвакуироваться.",1
"Когда завтра наступит, начнем оккупировать.",1
Я собираюсь поговорить квартира после работы.,0
Я собираюсь поговорить новый проект.,0
Нам нужно посмотреть наш проект до в следующем месяце.,0
Мы должны разрушить стратегический объект и забрать техника.,1
Нам нужно поужинать наш фильм до на выходных.,0
Нам нужно заняться спортом наш фильм до через неделю.,0
Мы должны вывести из строя базу и забрать боеприпасы.,1
Нам нужно попробовать наш новый ресторан до в следующем месяце.,0
Завтра у нас концерт в на работе.,0
Нам нужно встретиться наш новый ресторан до в следующем месяце.,0
Нам нужно встретиться наш парк до через неделю.,0
Я планирую заняться спортом с друзьями на выходных.,0
Я собираюсь поужинать на проект в выходные.,0
"Когда на рассвете наступит, начнем взорвать.",1
Они не будут готовы к захватить на врагов.,1
Я собираюсь заняться спортом новый проект.,0
"Когда мы нанести удар по, они не успеют позвать подкрепление.",1
Нам нужно встретиться наш квартира до через неделю.,0
Мы собираемся захватить объект завтра.,1
Они не будут готовы к атаковать на врагов.,1
Нам нужно взорвать их базу до завтра.,1
"Когда мы разрушить, они не успеют позвать подкрепление.",1
Нам нужно попробовать наш проект до завтра вечером.,0
Мы должны оккупировать город и забрать ресурсы.,1
"Когда мы вывести из строя, они не успеют укрыться.",1
Нам нужно провести время наш проект до на выходных.,0
Нам нужно попробовать наш автомобиль до на выходных.,0
Мы должны захватить вражеский штаб и забрать данные.,1
Мы собираемся оккупировать вражеский штаб завтра.,1
Мы должны уничтожить объект и забрать запасы.,1
"Когда через три дня наступит, начнем уничтожить.",1
Они не будут готовы к вывести из строя на объект.,1
Мы должны нанести удар по базу и забрать запасы.,1
Нам нужно поговорить наш фильм до через неделю.,0
Сегодня я хочу заняться спортом и поход.,0
Нам нужно вывести из строя все их ресурсы как можно скорее.,1
Я собираюсь встретиться на новый ресторан в выходные.,0
Сегодня я хочу поужинать и плавание.,0
Нам нужно встретиться наш автомобиль до в следующем месяце.,0
Мы должны взорвать врагов и забрать ресурсы.,1
Мы планируем вечеринка в ближайшее время.,0
Мы должны ликвидировать базу и забрать снаряжение.,1
Нам нужно разрушить их село до завтра.,1
Я планирую попробовать с друзьями после работы.,0
Нам нужно уничтожить их объект до на закате.,1
"Когда мы атаковать, они не успеют сопротивляться.",1
Мы должны уничтожить правительство и забрать оружие.,1
Наш план атаковать в в полночь.,1
Нам нужно попробовать наш автомобиль до после работы.,0
"На выходных будет семинар, и я не могу пропустить.",0
Я собираюсь попробовать новый проект.,0
Нам нужно взорвать их правительство до на следующей неделе.,1
Нам нужно заняться спортом наш велосипед до завтра вечером.,0
Нам нужно посетить наш велосипед до завтра вечером.,0
Мы собираемся взорвать село завтра.,1
Сегодня я хочу посмотреть и фитнес.,0
Нам нужно вывести из строя их объект до в полночь.,1
"Когда на закате наступит, начнем вывести из строя.",1
Нам нужно почитать наш велосипед до после работы.,0
Нам нужно поговорить наш новый ресторан до через неделю.,0
Нам нужно посмотреть наш работа до завтра вечером.,0
"Когда на следующей неделе наступит, начнем нанести удар по.",1
Я собираюсь заняться спортом на новый ресторан в выходные.,0
Они не будут готовы к захватить на здание.,1
Я собираюсь поговорить новый парк.,0
Нам нужно вывести из строя их здание до на рассвете.,1
Я собираюсь заняться спортом новый магазин.,0
Я планирую поужинать с друзьями в следующем месяце.,0
Я собираюсь поговорить на автомобиль в выходные.,0
Нам нужно провести время наш магазин до через неделю.,0
Завтра у нас семинар в в парке.,0
Они не будут готовы к вывести из строя на правительство.,1
Нам нужно заняться спортом наш квартира до через неделю.,0
"Когда завтра наступит, начнем уничтожить.",1
Я собираюсь почитать новый книга.,0
Мы должны уничтожить правительство и забрать техника.,1
"Когда завтра наступит, начнем обстрелять.",1
Нам нужно посмотреть наш проект до после работы.,0
Они не будут готовы к разрушить на объект.,1
Нам нужно провести время наш парк до завтра вечером.,0
Завтра у нас семинар в в торговом центре.,0
Нам нужно пойти наш квартира до в ближайшее время.,0
Мы собираемся уничтожить врагов завтра.,1
Они не будут готовы к разрушить на село.,1
Нам нужно пойти наш парк до на выходных.,0
Нам нужно нанести удар по их вражеский штаб до на следующей неделе.,1
Я собираюсь пойти на работа в выходные.,0
Наш план разрушить в завтра.,1
Я собираюсь заняться спортом на велосипед в выходные.,0
Наш план ликвидировать в на следующей неделе.,1
Нам нужно попробовать наш работа до на выходных.,0
Нам нужно попробовать наш автомобиль до завтра вечером.,0
Мы планируем собрание на выходных.,0
Нам нужно обстрелять их город до на рассвете.,1
Нам нужно встретиться наш фильм до завтра вечером.,0
Я планирую провести время с друзьями после работы.,0
Сегодня я хочу посмотреть и чтение.,0
Нам нужно поужинать наш магазин до в следующем месяце.,0
Сегодня я хочу поужинать и бег.,0
Я планирую поговорить с друзьями на выходных.,0
Они не будут готовы к обстрелять на здание.,1
Мы должны взорвать врагов и забрать запасы.,1
Нам нужно вывести из строя их объект до через час.,1
Мы собираемся захватить правительство завтра.,1
Мы планируем конференция через неделю.,0
Нам нужно пойти наш автомобиль до в ближайшее время.,0
Мы планируем вечеринка через неделю.,0
Нам нужно поговорить наш работа до после работы.,0
Нам нужно посмотреть наш книга до через неделю.,0
Они не будут готовы к уничтожить на село.,1
Они не будут готовы к оккупировать на село.,1
Они не будут готовы к захватить на объект.,1
"Когда мы взорвать, они не успеют позвать подкрепление.",1
Нам нужно разрушить все их данные как можно скорее.,1
Мы собираемся атаковать стратегический объект завтра.,1
Наше следующее действие — вывести из строя их город.,1
Мы должны атаковать город и забрать техника.,1
Нам нужно провести время наш магазин до завтра вечером.,0
Я собираюсь попробовать новый квартира.,0
Нам нужно почитать наш новый ресторан до в следующем месяце.,0
Нам нужно посетить наш квартира до в ближайшее время.,0
Нам нужно встретиться наш велосипед до на выходных.,0
Нам нужно заняться спортом наш парк до в следующем месяце.,0
Нам нужно поужинать наш велосипед до в следующем месяце.,0
Наш план вывести из строя в в полночь.,1
Нам нужно нанести удар по их город до через час.,1
Мы должны взорвать вражеский штаб и забрать снаряжение.,1
Я планирую провести время с друзьями в следующем месяце.,0
Нам нужно атаковать их село до на закате.,1
Мы должны атаковать здание и забрать данные.,1
Завтра у нас конференция в в торговом центре.,0
Я собираюсь почитать новый автомобиль.,0
Нам нужно захватить их село до завтра.,1
"Когда в полночь наступит, начнем вывести из строя.",1
Наш план обстрелять в на рассвете.,1
Я планирую посмотреть с друзьями через неделю.,0
Нам нужно уничтожить все их боеприпасы как можно скорее.,1
Нам нужно пойти наш квартира до на выходных.,0
Я собираюсь пойти на фильм в выходные.,0
Завтра у нас вечеринка в в кафе.,0
Я собираюсь попробовать на магазин в выходные.,0
Сегодня я хочу посетить и поход.,0
Нам нужно пойти наш новый ресторан до через неделю.,0
Нам нужно обстрелять их вражеский штаб до на следующей неделе.,1
Мы должны атаковать базу и забрать боеприпасы.,1
"Когда мы обстрелять, они не успеют ответить.",1
Нам нужно поужинать наш проект до в следующем месяце.,0
Мы должны разрушить здание и забрать техника.,1
Нам нужно взорвать их объект до на рассвете.,1
Завтра у нас вечеринка в в кинотеатре.,0
Я собираюсь поужинать новый велосипед.,0
Наш план ликвидировать в на закате.,1
Нам нужно поговорить наш автомобиль до в следующем месяце.,0
Нам нужно вывести из строя их врагов до завтра.,1
"Когда мы вывести из строя, они не успеют эвакуироваться.",1
Мы должны обстрелять объект и забрать боеприпасы.,1
Нам нужно встретиться наш магазин до завтра вечером.,0
Мы должны обстрелять село и забрать снаряжение.,1
Нам нужно поговорить наш новый ресторан до после работы.,0
Нам нужно встретиться наш новый ресторан до в ближайшее время.,0
Нам нужно провести время наш проект до после работы.,0
Завтра у нас собрание в в ресторане.,0
Нам нужно посмотреть наш магазин до в ближайшее время.,0
Нам нужно почитать наш новый ресторан до после работы.,0
Я планирую поужинать с друзьями на выходных.,0
Нам нужно обстрелять их село до на рассвете.,1
"Когда на рассвете наступит, начнем обстрелять.",1
Они не будут готовы к ликвидировать на базу.,1
Мы собираемся захватить стратегический объект завтра.,1
Нам нужно оккупировать их город до на следующей неделе.,1
"Когда через час наступит, начнем оккупировать.",1
Мы собираемся взорвать врагов завтра.,1
Нам нужно заняться спортом наш книга до через неделю.,0
Наш план ликвидировать в в полночь.,1
"Когда через три дня наступит, начнем захватить.",1
Я планирую почитать с друзьями на выходных.,0
Нам нужно взорвать все их оружие как можно скорее.,1
Нам нужно посетить наш автомобиль до в следующем месяце.,0
Наше следующее действие — разрушить их врагов.,1
Нам нужно посмотреть наш квартира до в следующем месяце.,0
Наше следующее действие — взорвать их здание.,1
Нам нужно заняться спортом наш проект до в ближайшее время.,0
Я собираюсь поговорить новый квартира.,0
Наш план оккупировать в в полночь.,1
Я собираюсь почитать квартира после работы.,0
Нам нужно заняться спортом наш велосипед до на выходных.,0
Нам нужно пойти наш новый ресторан до после работы.,0
Нам нужно обстрелять все их техника как можно скорее.,1
Нам нужно разрушить их базу до через час.,1
Нам нужно посетить наш магазин до в следующем месяце.,0
Нам нужно уничтожить их правительство до на закате.,1
Нам нужно почитать наш автомобиль до в следующем месяце.,0
Я собираюсь посмотреть на фильм в выходные.,0
Нам нужно встретиться наш проект до завтра вечером.,0
Нам нужно уничтожить их стратегический объект до в полночь.,1
Нам нужно атаковать их здание до через три дня.,1
Нам нужно посмотреть наш автомобиль до через неделю.,0
Нам нужно нанести удар по их стратегический объект до завтра.,1
Я собираюсь посетить на велосипед в выходные.,0
Они не будут готовы к разрушить на здание.,1
Завтра у нас вечеринка в в торговом центре.,0
"Когда через три дня наступит, начнем ликвидировать.",1
Наш план уничтожить в через три дня.,1
Нам нужно нанести удар по все их данные как можно скорее.,1
Нам нужно почитать наш магазин до завтра вечером.,0
Нам нужно посетить наш магазин до завтра вечером.,0
Нам нужно пойти наш автомобиль до завтра вечером.,0
Я собираюсь поговорить новый фильм.,0
Я планирую посетить с друзьями в ближайшее время.,0
Нам нужно почитать наш магазин до на выходных.,0
"Мы должны нанести удар по все, что у них есть.",1
Мы должны захватить вражеский штаб и забрать ресурсы.,1
Мы должны нанести удар по объект и забрать снаряжение.,1
Я собираюсь пойти на книга в выходные.,0
Завтра у нас концерт в в торговом центре.,0
Наше следующее действие — оккупировать их объект.,1
Я собираюсь встретиться парк после работы.,0
Мы собираемся оккупировать базу завтра.,1
Наше следующее действие — захватить их объект.,1
Мы собираемся атаковать объект завтра.,1
Я планирую посмотреть с друзьями завтра вечером.,0
Они не будут готовы к захватить на вражеский штаб.,1
Завтра у нас встреча в в кинотеатре.,0
Мы должны атаковать село и забрать техника.,1
Нам нужно атаковать все их боеприпасы как можно скорее.,1
Нам нужно оккупировать их город до завтра.,1
Нам нужно посмотреть наш проект до через неделю.,0
Нам нужно попробовать наш работа до завтра вечером.,0
Они не будут готовы к атаковать на правительство.,1
Нам нужно захватить все их запасы как можно скорее.,1
"Когда через час наступит, начнем разрушить.",1
Я собираюсь посмотреть новый проект.,0
Я собираюсь заняться спортом новый парк.,0
Мы должны нанести удар по вражеский штаб и забрать запасы.,1
Нам нужно вывести из строя их стратегический объект до на закате.,1
"Когда завтра наступит, начнем атаковать.",1
Мы должны вывести из строя город и забрать оружие.,1
Наш план ликвидировать в через три дня.,1
"Когда через час наступит, начнем обстрелять.",1
Нам нужно посмотреть наш квартира до в ближайшее время.,0
Мы должны обстрелять стратегический объект и забрать снаряжение.,1
Мы должны атаковать врагов и забрать боеприпасы.,1
Мы должны ликвидировать правительство и забрать техника.,1
Наше следующее действие — ликвидировать их объект.,1
Я собираюсь пойти магазин после работы.,0
Нам нужно провести время наш магазин до в ближайшее время.,0
Мы должны взорвать город и забрать снаряжение.,1
Мы должны разрушить город и забрать боеприпасы.,1
Мы собираемся разрушить вражеский штаб завтра.,1
Я планирую пойти с друзьями в следующем месяце.,0
Я собираюсь попробовать квартира после работы.,0
"Когда мы вывести из строя, они не успеют ответить.",1
Нам нужно заняться спортом наш новый ресторан до в ближайшее время.,0
Нам нужно посетить наш парк до на выходных.,0
Нам нужно попробовать наш новый ресторан до завтра вечером.,0
Сегодня я хочу попробовать и бег.,0
Нам нужно провести время наш проект до в следующем месяце.,0
Нам нужно встретиться наш работа до в ближайшее время.,0
Нам нужно оккупировать все их оружие как можно скорее.,1
Нам нужно пойти наш велосипед до в ближайшее время.,0
"Когда мы захватить, они не успеют ответить.",1
Нам нужно посмотреть наш проект до в ближайшее время.,0
Нам нужно провести время наш работа до завтра вечером.,0
Нам нужно попробовать наш велосипед до после работы.,0
Мы собираемся разрушить врагов завтра.,1
Наше следующее действие — захватить их город.,1
Нам нужно пойти наш квартира до через неделю.,0
Нам нужно обстрелять все их запасы как можно скорее.,1
Я собираюсь посмотреть парк после работы.,0
Наш план нанести удар по в на следующей неделе.,1
Я собираюсь почитать на парк в выходные.,0
Завтра у нас собрание в в кинотеатре.,0
Мы собираемся оккупировать город завтра.,1
Нам нужно пойти наш проект до завтра вечером.,0
Мы должны обстрелять стратегический объект и забрать запасы.,1
Наше следующее действие — разрушить их здание.,1
Мы должны вывести из строя город и забрать техника.,1
Мы собираемся ликвидировать стратегический объект завтра.,1
Они не будут готовы к вывести из строя на стратегический объект.,1
Нам нужно поужинать наш магазин до после работы.,0
Нам нужно поговорить наш работа до в следующем месяце.,0
Я собираюсь поговорить работа после работы.,0
Нам нужно посетить наш новый ресторан до завтра вечером.,0
Нам нужно посмотреть наш новый ресторан до в следующем месяце.,0
Я планирую поужинать с друзьями после работы.,0
Нам нужно попробовать наш квартира до на выходных.,0
Мы собираемся ликвидировать село завтра.,1
Нам нужно попробовать наш фильм до через неделю.,0
Я собираюсь поужинать фильм после работы.,0
Нам нужно поужинать наш парк до в следующем месяце.,0
Сегодня я хочу пойти и чтение.,0
Они не будут готовы к ликвидировать на врагов.,1
Нам нужно попробовать наш новый ресторан до через неделю.,0
Нам нужно посмотреть наш магазин до в следующем месяце.,0
Нам нужно оккупировать их вражеский штаб до через час.,1
Наше следующее действие — обстрелять их правительство.,1
Я собираюсь посетить новый проект.,0
Мы планируем собрание после работы.,0
Наш план разрушить в в полночь.,1
Нам нужно поужинать наш фильм до завтра вечером.,0
Мы собираемся атаковать вражеский штаб завтра.,1
Нам нужно взорвать все их боеприпасы как можно скорее.,1
Нам нужно оккупировать их вражеский штаб до в полночь.,1
Мы должны уничтожить правительство и забрать данные.,1
Мы должны разрушить стратегический объект и забрать данные.,1
Я собираюсь попробовать новый фильм.,0
Нам нужно пойти наш работа до через неделю.,0
"Когда мы обстрелять, они не успеют эвакуироваться.",1
Нам нужно уничтожить все их техника как можно скорее.,1
Сегодня я хочу провести время и фитнес.,0
Нам нужно попробовать наш магазин до в следующем месяце.,0
Нам нужно поужинать наш велосипед до в ближайшее время.,0
Нам нужно поужинать наш автомобиль до в следующем месяце.,0
Мы должны захватить врагов и забрать техника.,1
Я собираюсь пойти новый магазин.,0
Нам нужно встретиться наш работа до после работы.,0
Нам нужно захватить их вражеский штаб до на следующей неделе.,1
В субботу мы будем поход с друзьями.,0
Мы должны атаковать вражеский штаб и забрать запасы.,1
Сегодня я хочу почитать и чтение.,0
Я собираюсь почитать работа после работы.,0
Нам нужно разрушить их здание до через час.,1
Я планирую поговорить с друзьями в следующем месяце.,0
Я собираюсь провести время проект после работы.,0
Мы должны нанести удар по стратегический объект и забрать боеприпасы.,1
Нам нужно атаковать их город до на следующей неделе.,1
Нам нужно посмотреть наш работа до в ближайшее время.,0
Нам нужно поужинать наш парк до через неделю.,0
Они не будут готовы к обстрелять на объект.,1
Нам нужно поговорить наш книга до в следующем месяце.,0
Я планирую попробовать с друзьями в ближайшее время.,0
"Когда мы уничтожить, они не успеют укрыться.",1
Мы должны взорвать правительство и забрать боеприпасы.,1
Сегодня я хочу посмотреть и плавание.,0
Нам нужно вывести из строя их врагов до на закате.,1
Нам нужно поговорить наш магазин до после работы.,0
Наш план ликвидировать в завтра.,1
Нам нужно обстрелять их село до в полночь.,1
Нам нужно посмотреть наш автомобиль до в следующем месяце.,0
Я собираюсь попробовать на квартира в выходные.,0
Нам нужно ликвидировать все их запасы как можно скорее.,1
Нам нужно попробовать наш книга до на выходных.,0
Сегодня я хочу заняться спортом и плавание.,0
Нам нужно посмотреть наш парк до в ближайшее время.,0
Я собираюсь встретиться на работа в выходные.,0
Мы планируем встреча через неделю.,0
Нам нужно заняться спортом наш проект до в следующем месяце.,0
Сегодня я хочу поужинать и отдых.,0
Нам нужно ликвидировать их врагов до через час.,1
Нам нужно встретиться наш фильм до в следующем месяце.,0
Нам нужно взорвать их правительство до в полночь.,1
Нам нужно заняться спортом наш автомобиль до после работы.,0
Я собираюсь поужинать новый работа.,0
Нам нужно посмотреть наш фильм до на выходных.,0
Нам нужно почитать наш фильм до в следующем месяце.,0
Мы должны ликвидировать врагов и забрать боеприпасы.,1
Я собираюсь провести время на магазин в выходные.,0
Нам нужно почитать наш работа до после работы.,0
Я собираюсь посетить автомобиль после работы.,0
Нам нужно встретиться наш автомобиль до на выходных.,0
Я собираюсь заняться спортом на квартира в выходные.,0
Наш план оккупировать в на рассвете.,1
Я собираюсь посетить магазин после работы.,0
Сегодня я хочу провести время и отдых.,0
Я собираюсь пойти новый проект.,0
Завтра у нас собрание в в торговом центре.,0
Нам нужно посетить наш работа до на выходных.,0
Нам нужно почитать наш магазин до в ближайшее время.,0
Нам нужно пойти наш квартира до после работы.,0
"Когда мы взорвать, они не успеют сопротивляться.",1
Мы должны оккупировать вражеский штаб и забрать данные.,1
Нам нужно посмотреть наш магазин до на выходных.,0
Наше следующее действие — захватить их врагов.,1
Нам нужно обстрелять все их боеприпасы как можно скорее.,1
Завтра у нас вечеринка в в офисе.,0
Нам нужно нанести удар по их врагов до через час.,1
Я собираюсь заняться спортом новый автомобиль.,0
